time,temp_2010,temp_2011,temp_2012,temp_2013,temp_2014,temp_2015,temp_2016,temp_2017,temp_2018,temp_2019
344,-1.1,7.9,-0.5,-2.6,1.5,2.3,-0.6,2.3,5.6,2.5
345,-0.5,4.7,0.9,-1.8,5,2.6,-0.8,6,2.5,1.4
346,0.3,5,-0.7,-2.3,5,1,-1.1,2.2,-0.6,3.2
347,-0.6,3.8,-4.2,-1.1,9.1,0.7,1.4,0.5,0.6,4.5
348,-3.3,7.9,-3.4,0,7.3,2.7,1.1,7.2,1.7,8.3
349,-2.5,6.1,1.9,-0.4,7.7,2.3,1.2,4.2,1,10.2
350,-3.5,7,7.6,-1.6,6.4,5.9,0.9,2.7,3.2,5.4
351,-0.9,2.4,8.2,-1.7,4.1,4,1.6,0.3,4.5,6.6
352,-4.7,0.8,5.5,0.8,6.8,4.6,1,-0.2,1.9,10.1
353,1.9,-1.4,4.4,5.6,8.2,4.1,0.4,2,3.3,4.6
354,7.5,-0.3,1.6,4.6,7.5,5.3,1.9,3.2,4.8,5.7
355,3,1.6,1.6,3.8,2.4,9,2.3,2.3,7,7.3
356,4.3,4,4.5,7.8,2,6.6,2.1,3.2,10.2,7.1
357,4.3,4.7,4.5,8.6,1.8,7.5,0.8,5.7,9.1,6.5
358,0.7,3.5,7.7,12.1,3.3,6.9,2,3.5,8.2,5.4
359,-1.8,-0.5,6,7.6,5.2,5.2,3,0.7,3.3,6.2
360,-2.4,-0.7,10.7,2.4,1.5,2.7,4.3,3.4,1.6,3.3
361,-5,-0.3,7.6,0.9,1.7,0.9,2.3,3.8,1.1,5.9
362,-1.8,-0.7,7,2.7,0,1,2.7,0.5,1.5,5.2
363,0.2,2.9,5.5,2.4,-2.7,1.5,2.1,-0.6,2.2,1.8
364,1.4,2.1,3.2,1,0.2,3.8,-0.4,5.6,2.5,0.8
365,2,3.8,6.2,-0.4,1.3,5.8,-1.5,8.2,2.6,1.2
